VALOR_A_PAGAR,TAXA,PRAZO_PAGAMENTO,RENDA_MES_ANTERIOR,NO_FUNCIONARIOS,FLAG_PF,PORTE,SEGMENTO_INDUSTRIAL_Comércio,SEGMENTO_INDUSTRIAL_Indústria,SEGMENTO_INDUSTRIAL_Serviços
39778.0,11.99,16,621796.0,118.0,0,3.0,1.0,0.0,0.0
39223.0,11.99,16,621796.0,118.0,0,3.0,1.0,0.0,0.0
58734.0,11.99,16,621796.0,118.0,0,3.0,1.0,0.0,0.0
98642.0,11.99,18,621796.0,118.0,0,3.0,1.0,0.0,0.0
59096.0,11.99,18,621796.0,118.0,0,3.0,1.0,0.0,0.0
190300.8,11.99,17,621796.0,118.0,0,3.0,1.0,0.0,0.0
19889.0,11.99,17,621796.0,118.0,0,3.0,1.0,0.0,0.0
40784.0,6.99,29,344655.0,99.0,0,2.0,0.0,1.0,0.0
40390.0,6.99,29,344655.0,99.0,0,2.0,0.0,1.0,0.0
40390.0,6.99,29,344655.0,99.0,0,2.0,0.0,1.0,0.0
20195.01,6.99,29,344655.0,99.0,0,2.0,0.0,1.0,0.0
40390.0,6.99,29,311950.0,103.0,0,2.0,0.0,1.0,0.0
40390.0,6.99,29,311950.0,103.0,0,2.0,0.0,1.0,0.0
82048.0,4.99,25,67306.0,149.0,0,2.0,0.0,1.0,0.0
41024.0,4.99,26,67306.0,149.0,0,2.0,0.0,1.0,0.0
41024.0,4.99,25,67306.0,149.0,0,2.0,0.0,1.0,0.0
73843.21,4.99,25,67306.0,149.0,0,2.0,0.0,1.0,0.0
45126.4,4.99,26,67306.0,149.0,0,2.0,0.0,1.0,0.0
53331.2,4.99,25,244565.0,158.0,0,2.0,0.0,1.0,0.0
41024.0,4.99,25,244565.0,158.0,0,2.0,0.0,1.0,0.0
60660.0,4.99,25,244565.0,158.0,0,2.0,0.0,1.0,0.0
52572.0,4.99,25,244565.0,158.0,0,2.0,0.0,1.0,0.0
21768.95,6.99,16,481410.0,108.0,0,3.0,1.0,0.0,0.0
54971.8,6.99,16,481410.0,108.0,0,3.0,1.0,0.0,0.0
4469.09,6.99,49,316914.0,107.0,0,3.0,1.0,0.0,0.0
1063.8,6.99,32,316914.0,107.0,0,3.0,1.0,0.0,0.0
48008.64,4.99,22,903080.0,153.0,0,3.0,1.0,0.0,0.0
25383.43,4.99,20,903080.0,153.0,0,3.0,1.0,0.0,0.0
107982.9,8.99,16,364416.0,97.0,0,1.0,1.0,0.0,0.0
134343.75,8.99,19,364416.0,97.0,0,1.0,1.0,0.0,0.0
27564.2,8.99,16,406928.0,98.0,0,1.0,1.0,0.0,0.0
22006.95,8.99,16,406928.0,98.0,0,1.0,1.0,0.0,0.0
57156.0,8.99,16,116834.0,117.0,0,1.0,0.0,1.0,0.0
19051.99,8.99,16,116834.0,117.0,0,1.0,0.0,1.0,0.0
28023.45,8.99,18,116834.0,117.0,0,1.0,0.0,1.0,0.0
100593.25,8.99,18,116834.0,117.0,0,1.0,0.0,1.0,0.0
28578.5,8.99,17,116834.0,117.0,0,1.0,0.0,1.0,0.0
68403.4,8.99,16,765940.0,114.0,0,1.0,0.0,1.0,0.0
40198.9,8.99,16,765940.0,114.0,0,1.0,0.0,1.0,0.0
499.0,8.99,32,765940.0,114.0,0,1.0,0.0,1.0,0.0
106413.15,4.99,16,131666.0,133.0,0,3.0,0.0,0.0,1.0
102046.45,4.99,16,131666.0,133.0,0,3.0,0.0,0.0,1.0
107593.15,4.99,17,131666.0,133.0,0,3.0,0.0,0.0,1.0
21350.3,4.99,17,362531.0,136.0,0,3.0,0.0,0.0,1.0
104255.6,4.99,19,362531.0,136.0,0,3.0,0.0,0.0,1.0
109625.3,4.99,18,362531.0,136.0,0,3.0,0.0,0.0,1.0
104755.7,4.99,18,362531.0,136.0,0,3.0,0.0,0.0,1.0
178536.0,5.99,22,239821.0,144.0,0,3.0,1.0,0.0,0.0
67744.6,8.99,17,297741.0,112.0,0,0.0,0.0,0.0,1.0
64194.35,8.99,20,297741.0,112.0,0,0.0,0.0,0.0,1.0
72068.65,8.99,21,297741.0,112.0,0,0.0,0.0,0.0,1.0
1099.0,8.99,61,488517.0,114.0,0,0.0,0.0,0.0,1.0
26890.6,8.99,17,488517.0,114.0,0,0.0,0.0,0.0,1.0
28003.45,5.99,16,140014.0,126.0,0,2.0,1.0,0.0,0.0
28818.5,5.99,16,200370.0,134.0,0,2.0,1.0,0.0,0.0
44260.17,6.99,22,61469.0,103.0,0,3.0,0.0,0.0,1.0
84101.25,6.99,22,61469.0,103.0,0,3.0,0.0,0.0,1.0
22161.27,6.99,21,165274.0,108.0,0,3.0,0.0,0.0,1.0
43651.6,5.99,16,166840.0,136.0,0,1.0,0.0,1.0,0.0
21825.8,5.99,16,166840.0,136.0,0,1.0,0.0,1.0,0.0
26943.4,5.99,17,166840.0,136.0,0,1.0,0.0,1.0,0.0
21876.7,5.99,16,249326.0,131.0,0,1.0,0.0,1.0,0.0
39058.39,5.99,16,249326.0,131.0,0,1.0,0.0,1.0,0.0
44657.55,11.99,16,797989.0,131.0,0,3.0,0.0,0.0,1.0
111436.45,11.99,16,797989.0,131.0,0,3.0,0.0,0.0,1.0
46966.04,11.99,16,95342.0,131.0,0,3.0,0.0,0.0,1.0
94235.8,11.99,16,95342.0,131.0,0,3.0,0.0,0.0,1.0
65435.0,4.99,16,394131.0,137.0,0,3.0,0.0,1.0,0.0
99.7,4.99,18,394131.0,137.0,0,3.0,0.0,1.0,0.0
47365.27,8.99,17,355029.0,110.0,0,2.0,0.0,1.0,0.0
50095.09,8.99,17,229003.0,106.0,0,2.0,0.0,1.0,0.0
28491.0,8.99,16,41996.0,115.0,0,2.0,1.0,0.0,0.0
20393.55,8.99,18,41996.0,115.0,0,2.0,1.0,0.0,0.0
20065.55,8.99,16,441504.0,118.0,0,2.0,1.0,0.0,0.0
89299.7,8.99,18,441504.0,118.0,0,2.0,1.0,0.0,0.0
28776.55,8.99,16,441504.0,118.0,0,2.0,1.0,0.0,0.0
479.95,8.99,50,84944.0,114.0,0,0.0,0.0,1.0,0.0
27849.99,8.99,20,84944.0,114.0,0,0.0,0.0,1.0,0.0
27799.99,8.99,20,84944.0,114.0,0,0.0,0.0,1.0,0.0
41560.44,8.99,21,84944.0,114.0,0,0.0,0.0,1.0,0.0
285.58,8.99,20,84944.0,114.0,0,0.0,0.0,1.0,0.0
799.0,8.99,32,12562.0,119.0,0,0.0,0.0,1.0,0.0
22022.45,5.99,16,569470.0,141.0,0,2.0,0.0,0.0,1.0
56573.1,5.99,18,569470.0,141.0,0,2.0,0.0,0.0,1.0
22121.5,5.99,16,569470.0,141.0,0,2.0,0.0,0.0,1.0
61301.84,5.99,16,569470.0,141.0,0,2.0,0.0,0.0,1.0
22121.5,5.99,18,569470.0,141.0,0,2.0,0.0,0.0,1.0
61826.84,5.99,18,569470.0,141.0,0,2.0,0.0,0.0,1.0
57413.1,5.99,17,569470.0,141.0,0,2.0,0.0,0.0,1.0
20509.89,5.99,16,1223365.0,143.0,0,2.0,0.0,0.0,1.0
41217.9,5.99,16,1223365.0,143.0,0,2.0,0.0,0.0,1.0
22121.55,5.99,16,1223365.0,143.0,0,2.0,0.0,0.0,1.0
21648.95,5.99,17,1223365.0,143.0,0,2.0,0.0,0.0,1.0
25482.3,4.99,16,111543.0,163.0,0,3.0,0.0,0.0,1.0
45938.8,4.99,16,578646.0,174.0,0,3.0,0.0,0.0,1.0
53989.8,5.99,16,173322.0,126.0,0,3.0,0.0,0.0,1.0
56747.8,5.99,18,120625.0,125.0,0,3.0,0.0,0.0,1.0
23144.9,5.99,16,120625.0,125.0,0,3.0,0.0,0.0,1.0
27131.35,4.99,18,54346.0,119.0,0,2.0,1.0,0.0,0.0
20954.6,4.99,18,54346.0,119.0,0,2.0,1.0,0.0,0.0
27276.35,4.99,16,54346.0,119.0,0,2.0,1.0,0.0,0.0
34732.7,4.99,17,54346.0,119.0,0,2.0,1.0,0.0,0.0
20905.6,5.99,16,80197.0,111.0,0,2.0,0.0,1.0,0.0
19022.4,5.99,16,80197.0,111.0,0,2.0,0.0,1.0,0.0
20805.55,5.99,16,80197.0,111.0,0,2.0,0.0,1.0,0.0
20805.55,5.99,17,80197.0,111.0,0,2.0,0.0,1.0,0.0
126529.5,5.99,17,80197.0,111.0,0,2.0,0.0,1.0,0.0
20805.55,5.99,16,80197.0,111.0,0,2.0,0.0,1.0,0.0
76187.85,5.99,16,80197.0,111.0,0,2.0,0.0,1.0,0.0
20805.55,5.99,16,80197.0,111.0,0,2.0,0.0,1.0,0.0
39298.1,5.99,16,232117.0,105.0,0,2.0,0.0,1.0,0.0
103615.4,5.99,18,232117.0,105.0,0,2.0,0.0,1.0,0.0
77711.55,5.99,17,232117.0,105.0,0,2.0,0.0,1.0,0.0
40198.11,5.99,17,232117.0,105.0,0,2.0,0.0,1.0,0.0
77936.7,5.99,18,232117.0,105.0,0,2.0,0.0,1.0,0.0
20349.05,5.99,17,232117.0,105.0,0,2.0,0.0,1.0,0.0
69656.55,6.99,19,158562.0,122.0,0,1.0,0.0,1.0,0.0
70561.55,6.99,17,423710.0,120.0,0,1.0,0.0,1.0,0.0
78101.0,6.99,17,423710.0,120.0,0,1.0,0.0,1.0,0.0
72953.79,6.99,22,76046.0,132.0,0,2.0,0.0,0.0,1.0
73180.15,6.99,20,76046.0,132.0,0,2.0,0.0,0.0,1.0
77220.41,6.99,22,76046.0,132.0,0,2.0,0.0,0.0,1.0
76631.44,6.99,17,76046.0,132.0,0,2.0,0.0,0.0,1.0
74260.96,6.99,20,148432.0,139.0,0,2.0,0.0,0.0,1.0
64295.36,6.99,22,148432.0,139.0,0,2.0,0.0,0.0,1.0
29042.4,8.99,45,540300.0,122.0,0,2.0,1.0,0.0,0.0
999.0,8.99,32,540300.0,122.0,0,2.0,1.0,0.0,0.0
51659.5,5.99,16,102348.0,150.0,0,2.0,1.0,0.0,0.0
72614.2,5.99,18,102348.0,150.0,0,2.0,1.0,0.0,0.0
79737.95,5.99,19,177648.0,145.0,0,2.0,1.0,0.0,0.0
27710.5,6.99,16,198885.0,85.0,0,3.0,0.0,0.0,1.0
27066.45,6.99,16,198885.0,85.0,0,3.0,0.0,0.0,1.0
58945.21,4.99,16,546446.0,125.0,0,3.0,1.0,0.0,0.0
53727.28,4.99,16,546446.0,125.0,0,3.0,1.0,0.0,0.0
27406.65,4.99,16,546446.0,125.0,0,3.0,1.0,0.0,0.0
21500.8,4.99,18,546446.0,125.0,0,3.0,1.0,0.0,0.0
26906.65,4.99,17,546446.0,125.0,0,3.0,1.0,0.0,0.0
21600.8,4.99,16,546446.0,125.0,0,3.0,1.0,0.0,0.0
37949.31,4.99,16,546446.0,125.0,0,3.0,1.0,0.0,0.0
27448.2,4.99,16,637523.0,125.0,0,3.0,1.0,0.0,0.0
25847.34,4.99,16,637523.0,125.0,0,3.0,1.0,0.0,0.0
21539.45,4.99,16,637523.0,125.0,0,3.0,1.0,0.0,0.0
21675.9,4.99,18,637523.0,125.0,0,3.0,1.0,0.0,0.0
21675.9,4.99,16,637523.0,125.0,0,3.0,1.0,0.0,0.0
21614.45,4.99,16,637523.0,125.0,0,3.0,1.0,0.0,0.0
38251.78,4.99,16,637523.0,125.0,0,3.0,1.0,0.0,0.0
2236.71,8.99,25,38974.0,106.0,0,1.0,0.0,0.0,1.0
36780.65,8.99,25,38974.0,106.0,0,1.0,0.0,0.0,1.0
4775.84,8.99,25,153948.0,111.0,0,1.0,0.0,0.0,1.0
3823.46,8.99,25,153948.0,111.0,0,1.0,0.0,0.0,1.0
264894.0,4.99,22,539662.0,133.0,0,1.0,0.0,1.0,0.0
39652.0,8.99,25,617824.0,107.0,0,2.0,1.0,0.0,0.0
95961.71,5.99,17,105230.0,109.0,0,2.0,0.0,1.0,0.0
95114.15,5.99,17,105230.0,109.0,0,2.0,0.0,1.0,0.0
20529.25,5.99,17,105230.0,109.0,0,2.0,0.0,1.0,0.0
52190.45,5.99,17,105230.0,109.0,0,2.0,0.0,1.0,0.0
51745.81,5.99,19,105230.0,109.0,0,2.0,0.0,1.0,0.0
139174.54,5.99,17,105230.0,109.0,0,2.0,0.0,1.0,0.0
19982.05,5.99,19,105230.0,109.0,0,2.0,0.0,1.0,0.0
126126.93,5.99,19,105230.0,109.0,0,2.0,0.0,1.0,0.0
29140.49,5.99,18,105230.0,109.0,0,2.0,0.0,1.0,0.0
159549.59,5.99,18,105230.0,109.0,0,2.0,0.0,1.0,0.0
191038.32,5.99,16,258894.0,112.0,0,2.0,0.0,1.0,0.0
95519.16,5.99,16,258894.0,112.0,0,2.0,0.0,1.0,0.0
191363.67,5.99,18,258894.0,112.0,0,2.0,0.0,1.0,0.0
95681.84,5.99,17,258894.0,112.0,0,2.0,0.0,1.0,0.0
42320.44,5.99,17,258894.0,112.0,0,2.0,0.0,1.0,0.0
92056.54,5.99,17,258894.0,112.0,0,2.0,0.0,1.0,0.0
169617.8,5.99,17,258894.0,112.0,0,2.0,0.0,1.0,0.0
51505.16,5.99,17,258894.0,112.0,0,2.0,0.0,1.0,0.0
29243.12,5.99,17,258894.0,112.0,0,2.0,0.0,1.0,0.0
60198.44,8.99,16,62650.0,132.0,0,2.0,1.0,0.0,0.0
60680.1,8.99,17,62650.0,132.0,0,2.0,1.0,0.0,0.0
40520.1,8.99,17,62650.0,132.0,0,2.0,1.0,0.0,0.0
40450.1,8.99,16,62650.0,132.0,0,2.0,1.0,0.0,0.0
40550.1,8.99,17,62650.0,132.0,0,2.0,1.0,0.0,0.0
20275.05,8.99,17,62650.0,132.0,0,2.0,1.0,0.0,0.0
40350.0,8.99,17,62650.0,132.0,0,2.0,1.0,0.0,0.0
162663.7,8.99,16,39487.0,127.0,0,2.0,1.0,0.0,0.0
40550.2,8.99,18,39487.0,127.0,0,2.0,1.0,0.0,0.0
945.6,8.99,32,39487.0,127.0,0,2.0,1.0,0.0,0.0
53857.0,8.99,16,39487.0,127.0,0,2.0,1.0,0.0,0.0
65721.75,6.99,16,191720.0,145.0,0,2.0,0.0,1.0,0.0
126999.01,5.99,30,129844.0,109.0,0,2.0,1.0,0.0,0.0
126999.01,5.99,29,129844.0,109.0,0,2.0,1.0,0.0,0.0
128198.99,5.99,26,129844.0,109.0,0,2.0,1.0,0.0,0.0
128198.99,5.99,25,129844.0,109.0,0,2.0,1.0,0.0,0.0
64099.49,5.99,23,129844.0,109.0,0,2.0,1.0,0.0,0.0
127598.99,5.99,18,129844.0,109.0,0,2.0,1.0,0.0,0.0
103534.87,5.99,22,902621.0,105.0,0,1.0,1.0,0.0,0.0
52898.06,5.99,21,902621.0,105.0,0,1.0,1.0,0.0,0.0
103534.87,5.99,20,902621.0,105.0,0,1.0,1.0,0.0,0.0
144080.14,5.99,20,902621.0,105.0,0,1.0,1.0,0.0,0.0
144188.61,5.99,20,902621.0,105.0,0,1.0,1.0,0.0,0.0
104136.22,5.99,20,902621.0,105.0,0,1.0,1.0,0.0,0.0
103613.2,5.99,22,522982.0,108.0,0,1.0,1.0,0.0,0.0
144188.61,5.99,21,522982.0,108.0,0,1.0,1.0,0.0,0.0
144188.61,5.99,20,522982.0,108.0,0,1.0,1.0,0.0,0.0
103613.46,5.99,20,522982.0,108.0,0,1.0,1.0,0.0,0.0
104136.22,5.99,20,522982.0,108.0,0,1.0,1.0,0.0,0.0
104136.22,5.99,22,522982.0,108.0,0,1.0,1.0,0.0,0.0
104136.22,5.99,20,522982.0,108.0,0,1.0,1.0,0.0,0.0
103874.58,5.99,20,522982.0,108.0,0,1.0,1.0,0.0,0.0
144550.15,5.99,24,522982.0,108.0,0,1.0,1.0,0.0,0.0
104397.33,5.99,24,522982.0,108.0,0,1.0,1.0,0.0,0.0
40536.0,5.99,22,92148.0,118.0,0,1.0,0.0,0.0,1.0
40536.0,5.99,24,92148.0,118.0,0,1.0,0.0,0.0,1.0
20268.0,5.99,22,92148.0,118.0,0,1.0,0.0,0.0,1.0
52800.3,4.99,16,267666.0,125.0,0,2.0,0.0,1.0,0.0
499.0,4.99,32,228969.0,119.0,0,2.0,0.0,1.0,0.0
21450.0,4.99,18,228969.0,119.0,0,2.0,0.0,1.0,0.0
19044.65,6.99,16,81196.0,140.0,0,3.0,0.0,1.0,0.0
26614.7,6.99,16,81196.0,140.0,0,3.0,0.0,1.0,0.0
21698.85,6.99,19,81196.0,140.0,0,3.0,0.0,1.0,0.0
19169.7,6.99,18,81196.0,140.0,0,3.0,0.0,1.0,0.0
26614.65,6.99,16,81196.0,140.0,0,3.0,0.0,1.0,0.0
26959.65,6.99,18,81196.0,140.0,0,3.0,0.0,1.0,0.0
999.0,6.99,32,150675.0,154.0,0,3.0,0.0,1.0,0.0
27111.1,6.99,17,150675.0,154.0,0,3.0,0.0,1.0,0.0
20291.8,6.99,17,150675.0,154.0,0,3.0,0.0,1.0,0.0
40583.6,6.99,16,150675.0,154.0,0,3.0,0.0,1.0,0.0
21697.35,6.99,16,150675.0,154.0,0,3.0,0.0,1.0,0.0
27186.1,6.99,18,150675.0,154.0,0,3.0,0.0,1.0,0.0
60673.2,5.99,16,459180.0,137.0,0,2.0,0.0,0.0,1.0
20050.0,5.99,17,459180.0,137.0,0,2.0,0.0,0.0,1.0
51790.0,5.99,17,459180.0,137.0,0,2.0,0.0,0.0,1.0
31440.0,5.99,17,411562.0,139.0,0,2.0,0.0,0.0,1.0
23265.0,5.99,17,411562.0,139.0,0,2.0,0.0,0.0,1.0
148457.85,5.99,16,268966.0,107.0,0,1.0,0.0,0.0,1.0
195856.09,5.99,18,268966.0,107.0,0,1.0,0.0,0.0,1.0
128690.05,5.99,16,34248.0,110.0,0,1.0,0.0,0.0,1.0
192202.7,5.99,16,34248.0,110.0,0,1.0,0.0,0.0,1.0
202292.0,5.99,17,34248.0,110.0,0,1.0,0.0,0.0,1.0
124585.5,5.99,16,34248.0,110.0,0,1.0,0.0,0.0,1.0
129705.2,5.99,18,34248.0,110.0,0,1.0,0.0,0.0,1.0
150443.5,5.99,16,34248.0,110.0,0,1.0,0.0,0.0,1.0
40981.8,6.99,16,101213.0,121.0,0,3.0,0.0,1.0,0.0
39623.4,6.99,16,65493.0,121.0,0,3.0,0.0,1.0,0.0
47825.98,6.99,18,65493.0,121.0,0,3.0,0.0,1.0,0.0
56858.1,4.99,16,261241.0,130.0,0,3.0,1.0,0.0,0.0
58183.1,4.99,16,182867.0,140.0,0,3.0,1.0,0.0,0.0
58183.1,4.99,16,182867.0,140.0,0,3.0,1.0,0.0,0.0
20465.79,8.99,17,385397.0,142.0,0,0.0,1.0,0.0,0.0
12458.85,8.99,19,385397.0,142.0,0,0.0,1.0,0.0,0.0
106855.91,8.99,19,385397.0,142.0,0,0.0,1.0,0.0,0.0
21412.75,8.99,17,385397.0,142.0,0,0.0,1.0,0.0,0.0
56227.91,8.99,18,385397.0,142.0,0,0.0,1.0,0.0,0.0
30709.41,8.99,17,385397.0,142.0,0,0.0,1.0,0.0,0.0
17116.71,8.99,17,385397.0,142.0,0,0.0,1.0,0.0,0.0
21935.3,8.99,17,385397.0,142.0,0,0.0,1.0,0.0,0.0
100730.11,8.99,19,385397.0,142.0,0,0.0,1.0,0.0,0.0
89933.55,8.99,18,385397.0,142.0,0,0.0,1.0,0.0,0.0
65307.9,8.99,18,385397.0,142.0,0,0.0,1.0,0.0,0.0
149884.36,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
98534.38,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
58929.0,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
94051.98,8.99,18,234617.0,146.0,0,0.0,1.0,0.0,0.0
21783.74,8.99,18,234617.0,146.0,0,0.0,1.0,0.0,0.0
108129.09,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
29443.21,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
58027.46,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
33328.35,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
29353.61,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
22025.41,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
22253.13,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
106866.68,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
22109.74,8.99,19,234617.0,146.0,0,0.0,1.0,0.0,0.0
98534.38,8.99,19,234617.0,146.0,0,0.0,1.0,0.0,0.0
29515.4,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
29353.61,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
153546.72,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
68638.61,8.99,17,234617.0,146.0,0,0.0,1.0,0.0,0.0
54820.0,5.99,16,430285.0,113.0,0,2.0,1.0,0.0,0.0
61800.0,5.99,16,242473.0,108.0,0,2.0,1.0,0.0,0.0
19950.48,5.99,17,174962.0,108.0,0,3.0,0.0,0.0,1.0
26180.5,5.99,17,174962.0,108.0,0,3.0,0.0,0.0,1.0
27170.5,5.99,16,281330.0,115.0,0,3.0,0.0,0.0,1.0
54023.0,5.99,18,281330.0,115.0,0,3.0,0.0,0.0,1.0
21668.05,5.99,16,281330.0,115.0,0,3.0,0.0,0.0,1.0
26835.0,5.99,17,281330.0,115.0,0,3.0,0.0,0.0,1.0
26835.0,5.99,16,281330.0,115.0,0,3.0,0.0,0.0,1.0
43128.0,5.99,30,638393.0,115.0,0,1.0,0.0,1.0,0.0
43328.0,5.99,30,638393.0,115.0,0,1.0,0.0,1.0,0.0
21564.0,5.99,31,638393.0,115.0,0,1.0,0.0,1.0,0.0
43128.0,5.99,31,638393.0,115.0,0,1.0,0.0,1.0,0.0
43128.0,5.99,31,374461.0,123.0,0,1.0,0.0,1.0,0.0
75286.35,4.99,16,135311.0,107.0,0,3.0,1.0,0.0,0.0
94494.26,4.99,16,135311.0,107.0,0,3.0,1.0,0.0,0.0
45837.74,4.99,16,224656.0,111.0,0,3.0,1.0,0.0,0.0
21720.18,6.99,22,610938.0,106.0,0,1.0,0.0,0.0,1.0
28097.77,6.99,20,610938.0,106.0,0,1.0,0.0,0.0,1.0
21856.41,6.99,22,610938.0,106.0,0,1.0,0.0,0.0,1.0
56195.55,6.99,22,610938.0,106.0,0,1.0,0.0,0.0,1.0
25100.19,4.99,18,775042.0,114.0,0,3.0,1.0,0.0,0.0
41868.8,4.99,17,775042.0,114.0,0,3.0,1.0,0.0,0.0
20319.25,4.99,18,775042.0,114.0,0,3.0,1.0,0.0,0.0
33446.43,4.99,18,775042.0,114.0,0,3.0,1.0,0.0,0.0
18832.45,4.99,16,378425.0,134.0,0,3.0,0.0,0.0,1.0
44935.05,4.99,16,378425.0,134.0,0,3.0,0.0,0.0,1.0
47263.55,4.99,16,378425.0,134.0,0,3.0,0.0,0.0,1.0
47893.45,4.99,16,98365.0,138.0,0,3.0,0.0,0.0,1.0
999.0,4.99,32,98365.0,138.0,0,3.0,0.0,0.0,1.0
20078.9,4.99,16,98365.0,138.0,0,3.0,0.0,0.0,1.0
22394.9,4.99,16,90322.0,104.0,0,3.0,0.0,0.0,1.0
22501.4,4.99,19,90322.0,104.0,0,3.0,0.0,0.0,1.0
23283.9,4.99,17,52904.0,113.0,0,3.0,0.0,0.0,1.0
23894.9,4.99,16,52904.0,113.0,0,3.0,0.0,0.0,1.0
156400.0,6.99,31,469284.0,167.0,0,2.0,1.0,0.0,0.0
25127.34,6.99,22,1680.0,132.0,0,2.0,1.0,0.0,0.0
37884.73,6.99,20,1680.0,132.0,0,2.0,1.0,0.0,0.0
70606.65,6.99,20,1680.0,132.0,0,2.0,1.0,0.0,0.0
50405.32,6.99,22,1680.0,132.0,0,2.0,1.0,0.0,0.0
50636.3,6.99,21,1680.0,132.0,0,2.0,1.0,0.0,0.0
25318.15,6.99,20,1680.0,132.0,0,2.0,1.0,0.0,0.0
12910.15,6.99,20,1680.0,132.0,0,2.0,1.0,0.0,0.0
39264.55,6.99,21,1680.0,132.0,0,2.0,1.0,0.0,0.0
45855.98,6.99,20,1680.0,132.0,0,2.0,1.0,0.0,0.0
19324.77,6.99,25,1680.0,132.0,0,2.0,1.0,0.0,0.0
25714.9,6.99,20,1680.0,132.0,0,2.0,1.0,0.0,0.0
25674.67,6.99,20,1680.0,132.0,0,2.0,1.0,0.0,0.0
25565.0,6.99,16,222261.0,124.0,0,2.0,1.0,0.0,0.0
10139.86,6.99,22,222261.0,124.0,0,2.0,1.0,0.0,0.0
628.85,6.99,17,222261.0,124.0,0,2.0,1.0,0.0,0.0
13032.5,6.99,16,222261.0,124.0,0,2.0,1.0,0.0,0.0
29812.4,6.99,21,222261.0,124.0,0,2.0,1.0,0.0,0.0
35723.5,6.99,16,222261.0,124.0,0,2.0,1.0,0.0,0.0
25765.0,6.99,16,222261.0,124.0,0,2.0,1.0,0.0,0.0
25765.0,6.99,19,222261.0,124.0,0,2.0,1.0,0.0,0.0
74759.05,6.99,21,222261.0,124.0,0,2.0,1.0,0.0,0.0
25765.0,6.99,18,222261.0,124.0,0,2.0,1.0,0.0,0.0
53474.17,6.99,19,222261.0,124.0,0,2.0,1.0,0.0,0.0
25890.0,6.99,18,222261.0,124.0,0,2.0,1.0,0.0,0.0
25890.0,6.99,16,222261.0,124.0,0,2.0,1.0,0.0,0.0
19713.28,6.99,22,222261.0,124.0,0,2.0,1.0,0.0,0.0
25890.0,6.99,18,222261.0,124.0,0,2.0,1.0,0.0,0.0
81524.0,6.99,16,222261.0,124.0,0,2.0,1.0,0.0,0.0
25915.05,6.99,18,222261.0,124.0,0,2.0,1.0,0.0,0.0
46555.5,6.99,17,148032.0,131.0,0,0.0,0.0,0.0,1.0
51705.5,6.99,17,148032.0,131.0,0,0.0,0.0,0.0,1.0
67384.75,6.99,16,148032.0,131.0,0,0.0,0.0,0.0,1.0
83543.25,6.99,16,404913.0,127.0,0,0.0,0.0,0.0,1.0
61100.0,5.99,54,22939.0,0.0,1,1.0,0.0,0.0,0.0
61100.0,5.99,43,22939.0,0.0,1,1.0,0.0,0.0,0.0
30447.62,8.99,25,55378.0,122.0,0,2.0,0.0,0.0,1.0
55968.85,8.99,26,55378.0,122.0,0,2.0,0.0,0.0,1.0
57283.79,8.99,26,55378.0,122.0,0,2.0,0.0,0.0,1.0
92837.2,4.99,30,382323.0,121.0,0,2.0,0.0,1.0,0.0
232093.0,4.99,30,382323.0,121.0,0,2.0,0.0,1.0,0.0
232093.0,4.99,30,382323.0,121.0,0,2.0,0.0,1.0,0.0
92837.2,4.99,30,382323.0,121.0,0,2.0,0.0,1.0,0.0
92837.2,4.99,30,382323.0,121.0,0,2.0,0.0,1.0,0.0
61200.0,4.99,32,268733.0,123.0,0,2.0,0.0,1.0,0.0
233282.4,4.99,32,268733.0,123.0,0,2.0,0.0,1.0,0.0
232661.8,4.99,30,268733.0,123.0,0,2.0,0.0,1.0,0.0
127848.0,4.99,30,268733.0,123.0,0,2.0,0.0,1.0,0.0
127602.0,4.99,30,268733.0,123.0,0,2.0,0.0,1.0,0.0
410.66,6.99,50,61103.0,132.0,0,3.0,1.0,0.0,0.0
134479.0,6.99,17,61103.0,132.0,0,3.0,1.0,0.0,0.0
141084.2,6.99,16,20104.0,131.0,0,3.0,1.0,0.0,0.0
51772.87,4.99,23,253034.0,100.0,0,2.0,1.0,0.0,0.0
72680.84,4.99,21,253034.0,100.0,0,2.0,1.0,0.0,0.0
112890.55,4.99,21,253034.0,100.0,0,2.0,1.0,0.0,0.0
74253.41,4.99,20,76005.0,97.0,0,2.0,1.0,0.0,0.0
180816.8,6.99,16,764380.0,124.0,0,1.0,0.0,0.0,1.0
